date,admin1,commodity,unit,priceflag,pricetype,currency,price
2016-01-15,ACEH,Rice,KG,aggregate,Retail,IDR,9312.0
2016-02-15,ACEH,Rice,KG,aggregate,Retail,IDR,9312.0
2016-03-15,ACEH,Rice,KG,aggregate,Retail,IDR,9312.0
2016-04-15,ACEH,Rice,KG,aggregate,Retail,IDR,9312.0
2016-05-15,ACEH,Rice,KG,aggregate,Retail,IDR,9312.0
2016-06-15,ACEH,Rice,KG,aggregate,Retail,IDR,9312.0
2016-07-15,ACEH,Rice,KG,aggregate,Retail,IDR,9312.0
2016-08-15,ACEH,Rice,KG,aggregate,Retail,IDR,9520.0
2016-09-15,ACEH,Rice,KG,aggregate,Retail,IDR,9950.0
2016-10-15,ACEH,Rice,KG,aggregate,Retail,IDR,9936.0
2016-11-15,ACEH,Rice,KG,aggregate,Retail,IDR,10002.0
2016-12-15,ACEH,Rice,KG,aggregate,Retail,IDR,10114.0
2017-01-15,ACEH,Rice,KG,aggregate,Retail,IDR,10229.67
2017-02-15,ACEH,Rice,KG,aggregate,Retail,IDR,10345.33
2017-03-15,ACEH,Rice,KG,aggregate,Retail,IDR,10461.0
2017-04-15,ACEH,Rice,KG,aggregate,Retail,IDR,10457.21
2017-05-15,ACEH,Rice,KG,aggregate,Retail,IDR,10453.41
2017-06-15,ACEH,Rice,KG,aggregate,Retail,IDR,10449.62
2017-07-15,ACEH,Rice,KG,aggregate,Retail,IDR,10445.82
2017-08-15,ACEH,Rice,KG,aggregate,Retail,IDR,10442.03
2017-09-15,ACEH,Rice,KG,aggregate,Retail,IDR,10438.24
2017-10-15,ACEH,Rice,KG,aggregate,Retail,IDR,10434.44
2017-11-15,ACEH,Rice,KG,aggregate,Retail,IDR,10430.65
2017-12-15,ACEH,Rice,KG,aggregate,Retail,IDR,10426.85
2018-01-15,ACEH,Rice,KG,aggregate,Retail,IDR,10423.06
2018-02-15,ACEH,Rice,KG,aggregate,Retail,IDR,10419.26
2018-03-15,ACEH,Rice,KG,aggregate,Retail,IDR,10415.47
2018-04-15,ACEH,Rice,KG,aggregate,Retail,IDR,10411.68
2018-05-15,ACEH,Rice,KG,aggregate,Retail,IDR,10407.88
2018-06-15,ACEH,Rice,KG,aggregate,Retail,IDR,10404.09
2018-07-15,ACEH,Rice,KG,aggregate,Retail,IDR,10400.29
2018-08-15,ACEH,Rice,KG,aggregate,Retail,IDR,10396.5
2018-09-15,ACEH,Rice,KG,aggregate,Retail,IDR,10392.71
2018-10-15,ACEH,Rice,KG,aggregate,Retail,IDR,10388.91
2018-11-15,ACEH,Rice,KG,aggregate,Retail,IDR,10385.12
2018-12-15,ACEH,Rice,KG,aggregate,Retail,IDR,10381.32
2019-01-15,ACEH,Rice,KG,aggregate,Retail,IDR,10377.53
2019-02-15,ACEH,Rice,KG,aggregate,Retail,IDR,10373.74
2019-03-15,ACEH,Rice,KG,aggregate,Retail,IDR,10369.94
2019-04-15,ACEH,Rice,KG,aggregate,Retail,IDR,10366.15
2019-05-15,ACEH,Rice,KG,aggregate,Retail,IDR,10362.35
2019-06-15,ACEH,Rice,KG,aggregate,Retail,IDR,10358.56
2019-07-15,ACEH,Rice,KG,aggregate,Retail,IDR,10354.76
2019-08-15,ACEH,Rice,KG,aggregate,Retail,IDR,10350.97
2019-09-15,ACEH,Rice,KG,aggregate,Retail,IDR,10347.18
2019-10-15,ACEH,Rice,KG,aggregate,Retail,IDR,10343.38
2019-11-15,ACEH,Rice,KG,aggregate,Retail,IDR,10339.59
2019-12-15,ACEH,Rice,KG,aggregate,Retail,IDR,10335.79
2020-01-15,ACEH,Rice,KG,aggregate,Retail,IDR,10332.0
2020-02-15,ACEH,Rice,KG,aggregate,Retail,IDR,10312.0
2020-03-15,ACEH,Rice,KG,aggregate,Retail,IDR,10148.0
2020-04-15,ACEH,Rice,KG,aggregate,Retail,IDR,10218.0
2020-05-15,ACEH,Rice,KG,aggregate,Retail,IDR,10302.0
2020-06-15,ACEH,Rice,KG,aggregate,Retail,IDR,10290.0
2020-07-15,ACEH,Rice,KG,aggregate,Retail,IDR,10279.0
2020-08-15,ACEH,Rice,KG,aggregate,Retail,IDR,10265.0
2020-09-15,ACEH,Rice,KG,aggregate,Retail,IDR,10240.0
2020-10-15,ACEH,Rice,KG,aggregate,Retail,IDR,10242.0
2020-11-15,ACEH,Rice,KG,aggregate,Retail,IDR,10209.0
2020-12-15,ACEH,Rice,KG,aggregate,Retail,IDR,10218.0
2021-01-15,ACEH,Rice,KG,aggregate,Retail,IDR,10218.0
2021-02-15,ACEH,Rice,KG,aggregate,Retail,IDR,10173.0
2021-03-15,ACEH,Rice,KG,aggregate,Retail,IDR,10138.0
2021-04-15,ACEH,Rice,KG,aggregate,Retail,IDR,10139.0
2021-05-15,ACEH,Rice,KG,aggregate,Retail,IDR,10097.0
2021-06-15,ACEH,Rice,KG,aggregate,Retail,IDR,10092.0
2021-07-15,ACEH,Rice,KG,aggregate,Retail,IDR,10072.0
2021-08-15,ACEH,Rice,KG,aggregate,Retail,IDR,10089.0
2021-09-15,ACEH,Rice,KG,aggregate,Retail,IDR,10091.0
2021-10-15,ACEH,Rice,KG,aggregate,Retail,IDR,10094.0
2021-11-15,ACEH,Rice,KG,aggregate,Retail,IDR,10108.0
2021-12-15,ACEH,Rice,KG,aggregate,Retail,IDR,10164.0
2022-01-15,ACEH,Rice,KG,aggregate,Retail,IDR,10338.0
2022-02-15,ACEH,Rice,KG,aggregate,Retail,IDR,10362.0
2022-03-15,ACEH,Rice,KG,aggregate,Retail,IDR,10378.0
2022-04-15,ACEH,Rice,KG,aggregate,Retail,IDR,10313.0
2022-05-15,ACEH,Rice,KG,aggregate,Retail,IDR,10279.0
2022-06-15,ACEH,Rice,KG,aggregate,Retail,IDR,10277.0
2022-07-15,ACEH,Rice,KG,aggregate,Retail,IDR,10299.0
2022-08-15,ACEH,Rice,KG,aggregate,Retail,IDR,10626.0
2022-09-15,ACEH,Rice,KG,aggregate,Retail,IDR,11027.0
2022-10-15,ACEH,Rice,KG,aggregate,Retail,IDR,11069.0
2022-11-15,ACEH,Rice,KG,aggregate,Retail,IDR,10994.0
2022-12-15,ACEH,Rice,KG,aggregate,Retail,IDR,11164.0
2023-01-15,ACEH,Rice,KG,aggregate,Retail,IDR,11597.0
2023-02-15,ACEH,Rice,KG,aggregate,Retail,IDR,12017.0
2023-03-15,ACEH,Rice,KG,aggregate,Retail,IDR,11751.0
2023-04-15,ACEH,Rice,KG,aggregate,Retail,IDR,11756.0
2023-05-15,ACEH,Rice,KG,aggregate,Retail,IDR,11722.0
2023-06-15,ACEH,Rice,KG,aggregate,Retail,IDR,11675.0
2023-07-15,ACEH,Rice,KG,aggregate,Retail,IDR,11897.0
2023-08-15,ACEH,Rice,KG,aggregate,Retail,IDR,12297.0
2023-09-15,ACEH,Rice,KG,aggregate,Retail,IDR,13198.0
2023-10-15,ACEH,Rice,KG,aggregate,Retail,IDR,13618.0
2023-11-15,ACEH,Rice,KG,aggregate,Retail,IDR,13617.0
2023-12-15,ACEH,Rice,KG,aggregate,Retail,IDR,13617.0
2016-01-15,BALI,Rice,KG,aggregate,Retail,IDR,10625.0
2016-02-15,BALI,Rice,KG,aggregate,Retail,IDR,10625.0
2016-03-15,BALI,Rice,KG,aggregate,Retail,IDR,10625.0
2016-04-15,BALI,Rice,KG,aggregate,Retail,IDR,10625.0
2016-05-15,BALI,Rice,KG,aggregate,Retail,IDR,10625.0
2016-06-15,BALI,Rice,KG,aggregate,Retail,IDR,10625.0
2016-07-15,BALI,Rice,KG,aggregate,Retail,IDR,10625.0
2016-08-15,BALI,Rice,KG,aggregate,Retail,IDR,10625.0
2016-09-15,BALI,Rice,KG,aggregate,Retail,IDR,10625.0
2016-10-15,BALI,Rice,KG,aggregate,Retail,IDR,10625.0
2016-11-15,BALI,Rice,KG,aggregate,Retail,IDR,10562.0
2016-12-15,BALI,Rice,KG,aggregate,Retail,IDR,10562.0
2017-01-15,BALI,Rice,KG,aggregate,Retail,IDR,10591.0
2017-02-15,BALI,Rice,KG,aggregate,Retail,IDR,10620.0
2017-03-15,BALI,Rice,KG,aggregate,Retail,IDR,10649.0
2017-04-15,BALI,Rice,KG,aggregate,Retail,IDR,10674.94
2017-05-15,BALI,Rice,KG,aggregate,Retail,IDR,10700.88
2017-06-15,BALI,Rice,KG,aggregate,Retail,IDR,10726.82
2017-07-15,BALI,Rice,KG,aggregate,Retail,IDR,10752.76
2017-08-15,BALI,Rice,KG,aggregate,Retail,IDR,10778.71
2017-09-15,BALI,Rice,KG,aggregate,Retail,IDR,10804.65
2017-10-15,BALI,Rice,KG,aggregate,Retail,IDR,10830.59
2017-11-15,BALI,Rice,KG,aggregate,Retail,IDR,10856.53
2017-12-15,BALI,Rice,KG,aggregate,Retail,IDR,10882.47
2018-01-15,BALI,Rice,KG,aggregate,Retail,IDR,10908.41
2018-02-15,BALI,Rice,KG,aggregate,Retail,IDR,10934.35
2018-03-15,BALI,Rice,KG,aggregate,Retail,IDR,10960.29
2018-04-15,BALI,Rice,KG,aggregate,Retail,IDR,10986.24
2018-05-15,BALI,Rice,KG,aggregate,Retail,IDR,11012.18
2018-06-15,BALI,Rice,KG,aggregate,Retail,IDR,11038.12
2018-07-15,BALI,Rice,KG,aggregate,Retail,IDR,11064.06
2018-08-15,BALI,Rice,KG,aggregate,Retail,IDR,11090.0
2018-09-15,BALI,Rice,KG,aggregate,Retail,IDR,11115.94
2018-10-15,BALI,Rice,KG,aggregate,Retail,IDR,11141.88
2018-11-15,BALI,Rice,KG,aggregate,Retail,IDR,11167.82
2018-12-15,BALI,Rice,KG,aggregate,Retail,IDR,11193.76
2019-01-15,BALI,Rice,KG,aggregate,Retail,IDR,11219.71
2019-02-15,BALI,Rice,KG,aggregate,Retail,IDR,11245.65
2019-03-15,BALI,Rice,KG,aggregate,Retail,IDR,11271.59
2019-04-15,BALI,Rice,KG,aggregate,Retail,IDR,11297.53
2019-05-15,BALI,Rice,KG,aggregate,Retail,IDR,11323.47
2019-06-15,BALI,Rice,KG,aggregate,Retail,IDR,11349.41
2019-07-15,BALI,Rice,KG,aggregate,Retail,IDR,11375.35
2019-08-15,BALI,Rice,KG,aggregate,Retail,IDR,11401.29
2019-09-15,BALI,Rice,KG,aggregate,Retail,IDR,11427.24
2019-10-15,BALI,Rice,KG,aggregate,Retail,IDR,11453.18
2019-11-15,BALI,Rice,KG,aggregate,Retail,IDR,11479.12
2019-12-15,BALI,Rice,KG,aggregate,Retail,IDR,11505.06
2020-01-15,BALI,Rice,KG,aggregate,Retail,IDR,11531.0
2020-02-15,BALI,Rice,KG,aggregate,Retail,IDR,11647.0
2020-03-15,BALI,Rice,KG,aggregate,Retail,IDR,11754.0
2020-04-15,BALI,Rice,KG,aggregate,Retail,IDR,11683.0
2020-05-15,BALI,Rice,KG,aggregate,Retail,IDR,11609.0
2020-06-15,BALI,Rice,KG,aggregate,Retail,IDR,11562.0
2020-07-15,BALI,Rice,KG,aggregate,Retail,IDR,11562.0
2020-08-15,BALI,Rice,KG,aggregate,Retail,IDR,11562.0
2020-09-15,BALI,Rice,KG,aggregate,Retail,IDR,11562.0
2020-10-15,BALI,Rice,KG,aggregate,Retail,IDR,11562.0
2020-11-15,BALI,Rice,KG,aggregate,Retail,IDR,11562.0
2020-12-15,BALI,Rice,KG,aggregate,Retail,IDR,11562.0
2021-01-15,BALI,Rice,KG,aggregate,Retail,IDR,11562.0
2021-02-15,BALI,Rice,KG,aggregate,Retail,IDR,11562.0
2021-03-15,BALI,Rice,KG,aggregate,Retail,IDR,11531.0
2021-04-15,BALI,Rice,KG,aggregate,Retail,IDR,11475.0
2021-05-15,BALI,Rice,KG,aggregate,Retail,IDR,11374.0
2021-06-15,BALI,Rice,KG,aggregate,Retail,IDR,11243.0
2021-07-15,BALI,Rice,KG,aggregate,Retail,IDR,10970.0
2021-08-15,BALI,Rice,KG,aggregate,Retail,IDR,10875.0
2021-09-15,BALI,Rice,KG,aggregate,Retail,IDR,10847.0
2021-10-15,BALI,Rice,KG,aggregate,Retail,IDR,10727.0
2021-11-15,BALI,Rice,KG,aggregate,Retail,IDR,10626.0
2021-12-15,BALI,Rice,KG,aggregate,Retail,IDR,10832.0
2022-01-15,BALI,Rice,KG,aggregate,Retail,IDR,11487.0
2022-02-15,BALI,Rice,KG,aggregate,Retail,IDR,11605.0
2022-03-15,BALI,Rice,KG,aggregate,Retail,IDR,11614.0
2022-04-15,BALI,Rice,KG,aggregate,Retail,IDR,11566.0
2022-05-15,BALI,Rice,KG,aggregate,Retail,IDR,11096.0
2022-06-15,BALI,Rice,KG,aggregate,Retail,IDR,11185.0
2022-07-15,BALI,Rice,KG,aggregate,Retail,IDR,11280.0
2022-08-15,BALI,Rice,KG,aggregate,Retail,IDR,11456.0
2022-09-15,BALI,Rice,KG,aggregate,Retail,IDR,11449.0
2022-10-15,BALI,Rice,KG,aggregate,Retail,IDR,11417.0
2022-11-15,BALI,Rice,KG,aggregate,Retail,IDR,11550.0
2022-12-15,BALI,Rice,KG,aggregate,Retail,IDR,11881.0
2023-01-15,BALI,Rice,KG,aggregate,Retail,IDR,12351.0
2023-02-15,BALI,Rice,KG,aggregate,Retail,IDR,13019.0
2023-03-15,BALI,Rice,KG,aggregate,Retail,IDR,12884.0
2023-04-15,BALI,Rice,KG,aggregate,Retail,IDR,13110.0
2023-05-15,BALI,Rice,KG,aggregate,Retail,IDR,13001.0
2023-06-15,BALI,Rice,KG,aggregate,Retail,IDR,12930.0
2023-07-15,BALI,Rice,KG,aggregate,Retail,IDR,12954.0
2023-08-15,BALI,Rice,KG,aggregate,Retail,IDR,13256.0
2023-09-15,BALI,Rice,KG,aggregate,Retail,IDR,14118.0
2023-10-15,BALI,Rice,KG,aggregate,Retail,IDR,14283.0
2023-11-15,BALI,Rice,KG,aggregate,Retail,IDR,14338.0
2023-12-15,BALI,Rice,KG,aggregate,Retail,IDR,14338.0
2016-01-15,BANTEN,Rice,KG,aggregate,Retail,IDR,10875.0
2016-02-15,BANTEN,Rice,KG,aggregate,Retail,IDR,10875.0
2016-03-15,BANTEN,Rice,KG,aggregate,Retail,IDR,10875.0
2016-04-15,BANTEN,Rice,KG,aggregate,Retail,IDR,10875.0
2016-05-15,BANTEN,Rice,KG,aggregate,Retail,IDR,10875.0
2016-06-15,BANTEN,Rice,KG,aggregate,Retail,IDR,10875.0
2016-07-15,BANTEN,Rice,KG,aggregate,Retail,IDR,10875.0
2016-08-15,BANTEN,Rice,KG,aggregate,Retail,IDR,10875.0
2016-09-15,BANTEN,Rice,KG,aggregate,Retail,IDR,10809.0
2016-10-15,BANTEN,Rice,KG,aggregate,Retail,IDR,10655.0
2016-11-15,BANTEN,Rice,KG,aggregate,Retail,IDR,10650.0
2016-12-15,BANTEN,Rice,KG,aggregate,Retail,IDR,10691.0
2017-01-15,BANTEN,Rice,KG,aggregate,Retail,IDR,10710.67
2017-02-15,BANTEN,Rice,KG,aggregate,Retail,IDR,10730.33
2017-03-15,BANTEN,Rice,KG,aggregate,Retail,IDR,10750.0
2017-04-15,BANTEN,Rice,KG,aggregate,Retail,IDR,10779.0
2017-05-15,BANTEN,Rice,KG,aggregate,Retail,IDR,10808.0
2017-06-15,BANTEN,Rice,KG,aggregate,Retail,IDR,10837.0
2017-07-15,BANTEN,Rice,KG,aggregate,Retail,IDR,10866.0
2017-08-15,BANTEN,Rice,KG,aggregate,Retail,IDR,10895.0
2017-09-15,BANTEN,Rice,KG,aggregate,Retail,IDR,10924.0
2017-10-15,BANTEN,Rice,KG,aggregate,Retail,IDR,10953.0
2017-11-15,BANTEN,Rice,KG,aggregate,Retail,IDR,10982.0
2017-12-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11011.0
2018-01-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11040.0
2018-02-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11069.0
2018-03-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11098.0
2018-04-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11127.0
2018-05-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11156.0
2018-06-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11185.0
2018-07-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11214.0
2018-08-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11243.0
2018-09-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11272.0
2018-10-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11301.0
2018-11-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11330.0
2018-12-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11359.0
2019-01-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11388.0
2019-02-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11417.0
2019-03-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11446.0
2019-04-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11475.0
2019-05-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11504.0
2019-06-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11533.0
2019-07-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11562.0
2019-08-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11591.0
2019-09-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11620.0
2019-10-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11649.0
2019-11-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11678.0
2019-12-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11707.0
2020-01-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11736.0
2020-02-15,BANTEN,Rice,KG,aggregate,Retail,IDR,12500.0
2020-03-15,BANTEN,Rice,KG,aggregate,Retail,IDR,12500.0
2020-04-15,BANTEN,Rice,KG,aggregate,Retail,IDR,12458.0
2020-05-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11875.0
2020-06-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11875.0
2020-07-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11616.0
2020-08-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11375.0
2020-09-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11046.0
2020-10-15,BANTEN,Rice,KG,aggregate,Retail,IDR,10975.0
2020-11-15,BANTEN,Rice,KG,aggregate,Retail,IDR,10975.0
2020-12-15,BANTEN,Rice,KG,aggregate,Retail,IDR,10975.0
2021-01-15,BANTEN,Rice,KG,aggregate,Retail,IDR,10617.0
2021-02-15,BANTEN,Rice,KG,aggregate,Retail,IDR,10975.0
2021-03-15,BANTEN,Rice,KG,aggregate,Retail,IDR,10957.0
2021-04-15,BANTEN,Rice,KG,aggregate,Retail,IDR,10875.0
2021-05-15,BANTEN,Rice,KG,aggregate,Retail,IDR,10875.0
2021-06-15,BANTEN,Rice,KG,aggregate,Retail,IDR,10875.0
2021-07-15,BANTEN,Rice,KG,aggregate,Retail,IDR,10875.0
2021-08-15,BANTEN,Rice,KG,aggregate,Retail,IDR,10875.0
2021-09-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11307.0
2021-10-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11375.0
2021-11-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11375.0
2021-12-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11457.0
2022-01-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11233.0
2022-02-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11750.0
2022-03-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11750.0
2022-04-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11750.0
2022-05-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11483.0
2022-06-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11250.0
2022-07-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11250.0
2022-08-15,BANTEN,Rice,KG,aggregate,Retail,IDR,11564.0
2022-09-15,BANTEN,Rice,KG,aggregate,Retail,IDR,12045.0
2022-10-15,BANTEN,Rice,KG,aggregate,Retail,IDR,12075.0
2022-11-15,BANTEN,Rice,KG,aggregate,Retail,IDR,12075.0
2022-12-15,BANTEN,Rice,KG,aggregate,Retail,IDR,12385.0
2023-01-15,BANTEN,Rice,KG,aggregate,Retail,IDR,12100.0
2023-02-15,BANTEN,Rice,KG,aggregate,Retail,IDR,13075.0
2023-03-15,BANTEN,Rice,KG,aggregate,Retail,IDR,13250.0
2023-04-15,BANTEN,Rice,KG,aggregate,Retail,IDR,13250.0
2023-05-15,BANTEN,Rice,KG,aggregate,Retail,IDR,13250.0
2023-06-15,BANTEN,Rice,KG,aggregate,Retail,IDR,13250.0
2023-07-15,BANTEN,Rice,KG,aggregate,Retail,IDR,13583.0
2023-08-15,BANTEN,Rice,KG,aggregate,Retail,IDR,13809.0
2023-09-15,BANTEN,Rice,KG,aggregate,Retail,IDR,14625.0
2023-10-15,BANTEN,Rice,KG,aggregate,Retail,IDR,15182.0
2023-11-15,BANTEN,Rice,KG,aggregate,Retail,IDR,15250.0
2023-12-15,BANTEN,Rice,KG,aggregate,Retail,IDR,15250.0
2016-01-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10165.0
2016-02-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10165.0
2016-03-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10165.0
2016-04-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10165.0
2016-05-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10165.0
2016-06-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10165.0
2016-07-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10165.0
2016-08-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10165.0
2016-09-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10165.0
2016-10-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10165.0
2016-11-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,9764.0
2016-12-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10000.0
2017-01-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10013.51
2017-02-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10027.03
2017-03-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10040.54
2017-04-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10054.05
2017-05-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10067.57
2017-06-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10081.08
2017-07-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10094.59
2017-08-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10108.11
2017-09-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10121.62
2017-10-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10135.14
2017-11-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10148.65
2017-12-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10162.16
2018-01-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10175.68
2018-02-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10189.19
2018-03-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10202.7
2018-04-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10216.22
2018-05-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10229.73
2018-06-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10243.24
2018-07-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10256.76
2018-08-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10270.27
2018-09-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10283.78
2018-10-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10297.3
2018-11-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10310.81
2018-12-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10324.32
2019-01-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10337.84
2019-02-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10351.35
2019-03-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10364.86
2019-04-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10378.38
2019-05-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10391.89
2019-06-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10405.41
2019-07-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10418.92
2019-08-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10432.43
2019-09-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10445.95
2019-10-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10459.46
2019-11-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10472.97
2019-12-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10486.49
2020-01-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10500.0
2020-02-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10500.0
2020-03-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10500.0
2020-04-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,11033.0
2020-05-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,11500.0
2020-06-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,11500.0
2020-07-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,11500.0
2020-08-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,11500.0
2020-09-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,11500.0
2020-10-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,11000.0
2020-11-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10881.0
2020-12-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,10875.0
2021-01-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,11250.0
2021-02-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,11250.0
2021-03-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,11250.0
2021-04-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,11250.0
2021-05-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,11250.0
2021-06-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,11274.0
2021-07-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,11702.0
2021-08-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,11750.0
2021-09-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,11750.0
2021-10-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,11125.0
2021-11-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,11080.0
2021-12-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,11054.0
2022-01-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,11750.0
2022-02-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,11750.0
2022-03-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,11750.0
2022-04-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,11750.0
2022-05-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,11750.0
2022-06-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,11750.0
2022-07-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,11750.0
2022-08-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,11750.0
2022-09-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,11830.0
2022-10-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,11374.0
2022-11-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,11415.0
2022-12-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,11981.0
2023-01-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,12548.0
