date,admin1,commodity,unit,priceflag,pricetype,currency,price
2020-06-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,11369.0
2020-07-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,11299.0
2020-08-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,11285.0
2020-09-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,11248.0
2020-10-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,11282.0
2020-11-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,11211.0
2020-12-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,11211.0
2021-01-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,11228.0
2021-02-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,11236.0
2021-03-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,11203.0
2021-04-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,11017.0
2021-05-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,10985.0
2021-06-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,11023.0
2021-07-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,11074.0
2021-08-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,11092.0
2021-09-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,11100.0
2021-10-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,11100.0
2021-11-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,11112.0
2021-12-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,11164.0
2022-01-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,11309.0
2022-02-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,11375.0
2022-03-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,11380.0
2022-04-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,11384.0
2022-05-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,11312.0
2022-06-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,11313.0
2022-07-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,11295.0
2022-08-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,11407.0
2022-09-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,11447.0
2022-10-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,11618.0
2022-11-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,11632.0
2022-12-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,11755.0
2023-01-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,12031.0
2023-02-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,12306.0
2023-03-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,12438.0
2023-04-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,12346.0
2023-05-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,12333.0
2023-06-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,12307.0
2023-07-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,12338.0
2023-08-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,12543.0
2023-09-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,12993.0
2023-10-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,13418.0
2023-11-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,13562.0
2023-12-15,LAMPUNG,Rice,KG,aggregate,Retail,IDR,13562.0
2016-01-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12362.0
2016-02-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12362.0
2016-03-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12362.0
2016-04-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12362.0
2016-05-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12362.0
2016-06-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12362.0
2016-07-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12362.0
2016-08-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12379.0
2016-09-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12291.0
2016-10-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12212.0
2016-11-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12212.0
2016-12-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12196.0
2017-01-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12184.67
2017-02-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12173.33
2017-03-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12162.0
2017-04-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12180.82
2017-05-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12199.65
2017-06-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12218.47
2017-07-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12237.29
2017-08-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12256.12
2017-09-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12274.94
2017-10-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12293.76
2017-11-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12312.59
2017-12-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12331.41
2018-01-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12350.24
2018-02-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12369.06
2018-03-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12387.88
2018-04-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12406.71
2018-05-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12425.53
2018-06-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12444.35
2018-07-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12463.18
2018-08-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12482.0
2018-09-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12500.82
2018-10-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12519.65
2018-11-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12538.47
2018-12-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12557.29
2019-01-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12576.12
2019-02-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12594.94
2019-03-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12613.76
2019-04-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12632.59
2019-05-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12651.41
2019-06-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12670.24
2019-07-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12689.06
2019-08-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12707.88
2019-09-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12726.71
2019-10-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12745.53
2019-11-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12764.35
2019-12-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12783.18
2020-01-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12802.0
2020-02-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12812.0
2020-03-15,MALUKU,Rice,KG,aggregate,Retail,IDR,12820.0
2020-04-15,MALUKU,Rice,KG,aggregate,Retail,IDR,13038.0
2020-05-15,MALUKU,Rice,KG,aggregate,Retail,IDR,13117.0
2020-06-15,MALUKU,Rice,KG,aggregate,Retail,IDR,13228.0
2020-07-15,MALUKU,Rice,KG,aggregate,Retail,IDR,13152.0
2020-08-15,MALUKU,Rice,KG,aggregate,Retail,IDR,13150.0
2020-09-15,MALUKU,Rice,KG,aggregate,Retail,IDR,13150.0
2020-10-15,MALUKU,Rice,KG,aggregate,Retail,IDR,13150.0
2020-11-15,MALUKU,Rice,KG,aggregate,Retail,IDR,13158.0
2020-12-15,MALUKU,Rice,KG,aggregate,Retail,IDR,13162.0
2021-01-15,MALUKU,Rice,KG,aggregate,Retail,IDR,13173.0
2021-02-15,MALUKU,Rice,KG,aggregate,Retail,IDR,13179.0
2021-03-15,MALUKU,Rice,KG,aggregate,Retail,IDR,13144.0
2021-04-15,MALUKU,Rice,KG,aggregate,Retail,IDR,13152.0
2021-05-15,MALUKU,Rice,KG,aggregate,Retail,IDR,13145.0
2021-06-15,MALUKU,Rice,KG,aggregate,Retail,IDR,13127.0
2021-07-15,MALUKU,Rice,KG,aggregate,Retail,IDR,13112.0
2021-08-15,MALUKU,Rice,KG,aggregate,Retail,IDR,13112.0
2021-09-15,MALUKU,Rice,KG,aggregate,Retail,IDR,13135.0
2021-10-15,MALUKU,Rice,KG,aggregate,Retail,IDR,13138.0
2021-11-15,MALUKU,Rice,KG,aggregate,Retail,IDR,13125.0
2021-12-15,MALUKU,Rice,KG,aggregate,Retail,IDR,13124.0
2022-01-15,MALUKU,Rice,KG,aggregate,Retail,IDR,13125.0
2022-02-15,MALUKU,Rice,KG,aggregate,Retail,IDR,13142.0
2022-03-15,MALUKU,Rice,KG,aggregate,Retail,IDR,13143.0
2022-04-15,MALUKU,Rice,KG,aggregate,Retail,IDR,13123.0
2022-05-15,MALUKU,Rice,KG,aggregate,Retail,IDR,13124.0
2022-06-15,MALUKU,Rice,KG,aggregate,Retail,IDR,13182.0
2022-07-15,MALUKU,Rice,KG,aggregate,Retail,IDR,13173.0
2022-08-15,MALUKU,Rice,KG,aggregate,Retail,IDR,13175.0
2022-09-15,MALUKU,Rice,KG,aggregate,Retail,IDR,13138.0
2022-10-15,MALUKU,Rice,KG,aggregate,Retail,IDR,13124.0
2022-11-15,MALUKU,Rice,KG,aggregate,Retail,IDR,13112.0
2022-12-15,MALUKU,Rice,KG,aggregate,Retail,IDR,13260.0
2023-01-15,MALUKU,Rice,KG,aggregate,Retail,IDR,13653.0
2023-02-15,MALUKU,Rice,KG,aggregate,Retail,IDR,13876.0
2023-03-15,MALUKU,Rice,KG,aggregate,Retail,IDR,14201.0
2023-04-15,MALUKU,Rice,KG,aggregate,Retail,IDR,14479.0
2023-05-15,MALUKU,Rice,KG,aggregate,Retail,IDR,14681.0
2023-06-15,MALUKU,Rice,KG,aggregate,Retail,IDR,14635.0
2023-07-15,MALUKU,Rice,KG,aggregate,Retail,IDR,14691.0
2023-08-15,MALUKU,Rice,KG,aggregate,Retail,IDR,14051.0
2023-09-15,MALUKU,Rice,KG,aggregate,Retail,IDR,14417.0
2023-10-15,MALUKU,Rice,KG,aggregate,Retail,IDR,14819.0
2023-11-15,MALUKU,Rice,KG,aggregate,Retail,IDR,14912.0
2023-12-15,MALUKU,Rice,KG,aggregate,Retail,IDR,14912.0
2016-01-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,11783.0
2016-02-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,11783.0
2016-03-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,11783.0
2016-04-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,11783.0
2016-05-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,11783.0
2016-06-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,11783.0
2016-07-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,11783.0
2016-08-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,11950.0
2016-09-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12101.0
2016-10-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12125.0
2016-11-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12125.0
2016-12-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12125.0
2017-01-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12145.33
2017-02-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12165.67
2017-03-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12186.0
2017-04-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12210.71
2017-05-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12235.41
2017-06-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12260.12
2017-07-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12284.82
2017-08-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12309.53
2017-09-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12334.24
2017-10-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12358.94
2017-11-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12383.65
2017-12-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12408.35
2018-01-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12433.06
2018-02-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12457.76
2018-03-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12482.47
2018-04-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12507.18
2018-05-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12531.88
2018-06-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12556.59
2018-07-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12581.29
2018-08-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12606.0
2018-09-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12630.71
2018-10-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12655.41
2018-11-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12680.12
2018-12-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12704.82
2019-01-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12729.53
2019-02-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12754.24
2019-03-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12778.94
2019-04-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12803.65
2019-05-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12828.35
2019-06-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12853.06
2019-07-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12877.76
2019-08-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12902.47
2019-09-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12927.18
2019-10-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12951.88
2019-11-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12976.59
2019-12-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,13001.29
2020-01-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,13026.0
2020-02-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12975.0
2020-03-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12989.0
2020-04-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,13000.0
2020-05-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,13000.0
2020-06-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12961.0
2020-07-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12790.0
2020-08-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12721.0
2020-09-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12675.0
2020-10-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12675.0
2020-11-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12652.0
2020-12-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12650.0
2021-01-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12650.0
2021-02-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12650.0
2021-03-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12653.0
2021-04-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12663.0
2021-05-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12675.0
2021-06-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12675.0
2021-07-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12675.0
2021-08-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12675.0
2021-09-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12675.0
2021-10-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12675.0
2021-11-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12675.0
2021-12-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12670.0
2022-01-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12650.0
2022-02-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12650.0
2022-03-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12651.0
2022-04-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12650.0
2022-05-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12650.0
2022-06-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12645.0
2022-07-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12625.0
2022-08-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12625.0
2022-09-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12625.0
2022-10-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12625.0
2022-11-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12625.0
2022-12-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,12911.0
2023-01-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,13123.0
2023-02-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,13584.0
2023-03-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,13823.0
2023-04-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,14401.0
2023-05-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,14475.0
2023-06-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,14634.0
2023-07-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,14825.0
2023-08-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,14848.0
2023-09-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,15014.0
2023-10-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,15601.0
2023-11-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,15601.0
2023-12-15,MALUKU UTARA,Rice,KG,aggregate,Retail,IDR,15601.0
2016-01-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9125.0
2016-02-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9125.0
2016-03-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9125.0
2016-04-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9125.0
2016-05-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9125.0
2016-06-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9125.0
2016-07-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9125.0
2016-08-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9130.0
2016-09-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9076.0
2016-10-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9075.0
2016-11-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9057.0
2016-12-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9193.0
2017-01-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9049.33
2017-02-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,8905.67
2017-03-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,8762.0
2017-04-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,8800.79
2017-05-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,8839.59
2017-06-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,8878.38
2017-07-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,8917.18
2017-08-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,8955.97
2017-09-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,8994.76
2017-10-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9033.56
2017-11-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9072.35
2017-12-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9111.15
2018-01-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9149.94
2018-02-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9188.74
2018-03-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9227.53
2018-04-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9266.32
2018-05-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9305.12
2018-06-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9343.91
2018-07-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9382.71
2018-08-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9421.5
2018-09-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9460.29
2018-10-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9499.09
2018-11-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9537.88
2018-12-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9576.68
2019-01-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9615.47
2019-02-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9654.26
2019-03-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9693.06
2019-04-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9731.85
2019-05-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9770.65
2019-06-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9809.44
2019-07-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9848.24
2019-08-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9887.03
2019-09-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9925.82
2019-10-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9964.62
2019-11-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,10003.41
2019-12-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,10042.21
2020-01-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,10081.0
2020-02-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,10188.0
2020-03-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,10211.0
2020-04-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9762.0
2020-05-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9291.0
2020-06-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9168.0
2020-07-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9360.0
2020-08-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9637.0
2020-09-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9714.0
2020-10-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,10040.0
2020-11-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,10258.0
2020-12-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,10190.0
2021-01-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,10226.0
2021-02-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,10212.0
2021-03-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,10123.0
2021-04-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9581.0
2021-05-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9328.0
2021-06-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9314.0
2021-07-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9429.0
2021-08-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9440.0
2021-09-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9365.0
2021-10-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9290.0
2021-11-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9292.0
2021-12-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9381.0
2022-01-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9631.0
2022-02-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9625.0
2022-03-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9456.0
2022-04-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9306.0
2022-05-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9256.0
2022-06-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9131.0
2022-07-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9110.0
2022-08-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9454.0
2022-09-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,9917.0
2022-10-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,10150.0
2022-11-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,10264.0
2022-12-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,10313.0
2023-01-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,10771.0
2023-02-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,11196.0
2023-03-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,10592.0
2023-04-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,10774.0
2023-05-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,10796.0
2023-06-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,10846.0
2023-07-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,10869.0
2023-08-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,11192.0
2023-09-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,12509.0
2023-10-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,13019.0
2023-11-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,13050.0
2023-12-15,NUSA TENGGARA BARAT,Rice,KG,aggregate,Retail,IDR,13050.0
2016-01-15,NUSA TENGGARA TIMUR,Rice,KG,aggregate,Retail,IDR,10997.0
